Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
9467,Myself bag amount Mrs rise.,2025-04-07,2025-04-08,3.44,Feature,Medium,Technical,U02
9468,Relationship million coach each fear sister here.,2025-01-09,2025-01-10,6.04,Improvement,Low,Support,U06
9469,Face soon at care decade food key.,2025-01-05,2025-01-12,1.28,Improvement,High,Admin,U05
9470,Design task seven tend.,2025-01-11,2025-01-12,6.36,Improvement,Medium,Technical,U09
9471,Red expert red believe indicate control.,2025-04-06,2025-04-11,1.26,Feature,High,Support,U10
9472,Show world offer seem top.,2025-02-17,2025-02-21,1.42,Bug,High,Research,U10
9473,Realize miss story item in win.,2025-02-14,2025-02-20,2.45,Feature,Low,Research,U10
9474,Radio late individual little Mr discover reach.,2025-03-13,2025-03-22,8.4,Bug,High,Research,U04
9475,Community return view billion traditional water wonder.,2025-05-06,2025-05-14,6.0,Improvement,High,Admin,U02
9476,Only most arrive staff summer catch.,2025-04-25,2025-04-28,4.79,Feature,High,Support,U03
9477,Central ever result throw.,2025-04-26,2025-04-28,7.41,Bug,High,Admin,U09
9478,Cell foreign real color to physical.,2025-02-08,2025-02-18,2.46,Improvement,Medium,Admin,U03
9479,Test by bill film weight.,2025-02-21,2025-03-03,4.81,Bug,Medium,Technical,U07
9480,Stay young my art would.,2025-03-08,2025-03-16,8.23,Bug,High,Support,U07
9481,Interview bag police light experience he.,2025-01-16,2025-01-17,9.51,Feature,Medium,Support,U05
9482,Campaign job sort.,2025-05-01,2025-05-11,7.06,Feature,Medium,Support,U08
9483,Activity low that eye.,2025-03-20,2025-03-25,6.52,Bug,Low,Technical,U08
9484,Stock apply American myself.,2025-01-26,2025-02-04,1.07,Improvement,Medium,Admin,U09
9485,Feel but include husband.,2025-01-06,2025-01-10,8.57,Feature,Medium,Technical,U10
9486,Social age answer street sing.,2025-02-09,2025-02-15,2.28,Bug,Low,Support,U06
9487,Share remain year western day bed effect street.,2025-02-14,2025-02-18,9.45,Bug,High,Technical,U09
9488,Trial religious inside crime.,2025-03-02,2025-03-07,4.04,Improvement,Medium,Support,U01
9489,Threat boy service production.,2025-04-22,2025-04-23,1.79,Improvement,Low,Research,U04
9490,Money picture deep.,2025-01-06,2025-01-13,2.67,Bug,Medium,Support,U03
9491,Doctor to way generation.,2025-03-22,2025-03-30,4.83,Feature,High,Technical,U03
9492,Glass protect become age.,2025-01-15,2025-01-20,7.28,Feature,Low,Research,U09
9493,Company energy social subject feel that.,2025-01-04,2025-01-14,4.63,Improvement,Medium,Technical,U10
9494,Budget claim forget than military guess employee.,2025-04-10,2025-04-12,1.43,Bug,Low,Technical,U05
9495,Condition charge enjoy.,2025-01-03,2025-01-08,9.17,Bug,Medium,Support,U06
9496,Represent forget well half already indicate.,2025-03-29,2025-04-05,6.84,Feature,High,Research,U09
9497,Free house must expect before eight social.,2025-02-04,2025-02-06,7.11,Bug,High,Support,U03
9498,Great history create it such set.,2025-02-12,2025-02-22,7.12,Feature,Low,Admin,U03
9499,Main eye message space believe argue.,2025-04-29,2025-05-03,1.96,Bug,Low,Technical,U02
9500,Fly book new have development discuss job.,2025-03-01,2025-03-09,1.83,Improvement,High,Support,U06
9501,Game serious issue nature again center.,2025-04-05,2025-04-13,9.95,Feature,High,Support,U08
9502,Difference really dinner.,2025-03-21,2025-03-23,2.14,Improvement,Medium,Admin,U09
9503,Reality myself people paper.,2025-03-12,2025-03-14,3.14,Bug,High,Admin,U09
9504,Determine treat very develop.,2025-01-19,2025-01-25,1.97,Bug,Medium,Technical,U03
9505,Week reveal rule father go involve answer.,2025-04-30,2025-05-07,3.53,Improvement,Low,Research,U03
9506,Put senior series subject until south voice.,2025-03-23,2025-03-27,3.59,Bug,Low,Support,U06
9507,Glass push send nation.,2025-02-16,2025-02-26,5.81,Improvement,High,Research,U07
9508,International need reflect down.,2025-01-06,2025-01-11,3.25,Feature,Medium,Research,U05
9509,We affect middle sound away.,2025-02-28,2025-03-06,5.08,Improvement,Medium,Technical,U09
9510,Tend generation trouble include score poor of.,2025-03-19,2025-03-28,3.19,Bug,Medium,Research,U10
9511,Model officer thousand stuff.,2025-01-12,2025-01-14,6.64,Improvement,Low,Admin,U04
9512,Add face radio church worry.,2025-03-15,2025-03-17,9.65,Improvement,Medium,Support,U06
9513,Attorney price case cut tonight base.,2025-01-12,2025-01-22,2.56,Feature,Low,Support,U10
9514,Even walk choice health eight.,2025-05-10,2025-05-13,1.21,Feature,Low,Technical,U07
9515,Product data similar line support smile sing.,2025-02-11,2025-02-15,5.66,Bug,High,Technical,U02
9516,Compare none month man.,2025-05-02,2025-05-05,8.87,Improvement,Low,Technical,U10
9517,Entire she perform forward son box able season.,2025-04-05,2025-04-12,4.29,Improvement,Medium,Admin,U02
9518,Media reflect street network medical toward put change.,2025-04-01,2025-04-06,7.46,Bug,High,Research,U01
9519,Change court such.,2025-01-31,2025-02-07,7.29,Feature,High,Support,U01
9520,Music worker hand end grow.,2025-04-04,2025-04-13,2.77,Bug,Medium,Support,U07
9521,Decade debate note federal play.,2025-02-02,2025-02-10,1.72,Bug,Medium,Research,U10
9522,Increase marriage human practice event.,2025-03-17,2025-03-22,4.08,Improvement,Medium,Admin,U03
9523,Fall always light finally truth.,2025-01-10,2025-01-18,4.04,Feature,Low,Admin,U02
9524,Wonder fish serve success.,2025-01-31,2025-02-08,9.49,Feature,Medium,Technical,U03
9525,Listen establish decade somebody partner show.,2025-01-29,2025-02-04,4.77,Bug,High,Admin,U09
9526,School listen Republican area work.,2025-02-16,2025-02-21,5.75,Improvement,Low,Admin,U08
9527,Loss their eye relate owner attention front on.,2025-03-17,2025-03-24,4.97,Improvement,Medium,Admin,U01
9528,Past every unit energy.,2025-02-01,2025-02-06,7.32,Improvement,Medium,Support,U10
9529,Model goal consider.,2025-02-19,2025-02-27,8.81,Bug,Medium,Admin,U02
9530,Compare everything model need try Republican.,2025-01-18,2025-01-21,4.33,Feature,Low,Research,U06
9531,Edge choice method through deep.,2025-02-22,2025-03-04,6.89,Improvement,Medium,Support,U05
9532,Once walk system.,2025-01-22,2025-02-01,4.05,Bug,High,Technical,U04
9533,Else right road parent wish tonight.,2025-01-19,2025-01-20,9.53,Bug,Medium,Technical,U10
9534,Surface hundred organization out young place question.,2025-01-22,2025-01-27,3.55,Bug,Medium,Technical,U09
9535,Window whom face parent summer federal.,2025-02-17,2025-02-20,6.69,Feature,Low,Admin,U10
9536,Road all member cost key.,2025-05-05,2025-05-09,7.3,Improvement,High,Research,U10
9537,Seem production build customer between democratic.,2025-04-07,2025-04-08,5.87,Bug,Low,Research,U05
9538,Carry care state phone activity.,2025-05-03,2025-05-10,8.33,Improvement,Medium,Technical,U09
9539,Idea amount great matter.,2025-04-12,2025-04-21,2.44,Bug,High,Admin,U08
9540,Onto someone network understand clearly film full smile.,2025-01-03,2025-01-11,3.17,Feature,High,Support,U04
9541,Remember image office light floor.,2025-04-25,2025-05-04,2.89,Feature,Low,Technical,U09
9542,Care lose center west sister together government.,2025-05-12,2025-05-21,9.56,Feature,High,Technical,U05
9543,Rule indicate many health point ready most.,2025-02-07,2025-02-09,2.04,Bug,Low,Technical,U05
9544,Pm human support finish.,2025-03-06,2025-03-14,4.82,Feature,Medium,Research,U08
9545,Yourself different goal compare.,2025-02-06,2025-02-08,2.72,Improvement,Medium,Admin,U01
9546,More together evidence evidence couple.,2025-03-06,2025-03-15,2.4,Bug,Medium,Technical,U06
9547,Represent history heart edge article forward manager.,2025-05-01,2025-05-07,1.41,Bug,High,Technical,U05
9548,Himself pick prove language.,2025-01-24,2025-02-02,2.72,Improvement,Low,Admin,U03
9549,High hair happy trade.,2025-03-22,2025-03-28,4.56,Bug,Low,Research,U09
9550,Center kitchen individual report each strong maybe do.,2025-04-01,2025-04-06,2.31,Feature,Medium,Research,U03
9551,Somebody whole dog city none.,2025-01-05,2025-01-11,1.54,Improvement,Low,Research,U06
9552,Benefit wife education.,2025-01-14,2025-01-20,6.59,Improvement,Low,Admin,U09
9553,Network exist case go class discover.,2025-05-04,2025-05-12,2.5,Bug,Low,Support,U01
9554,Some cause process.,2025-04-22,2025-05-02,5.55,Improvement,Low,Technical,U05
9555,Maybe worker need represent interesting visit.,2025-02-20,2025-03-02,7.48,Bug,Low,Technical,U10
9556,Blue listen she purpose represent choice.,2025-02-05,2025-02-12,9.14,Improvement,Low,Technical,U06
9557,Begin available range customer.,2025-01-24,2025-01-25,9.65,Improvement,High,Support,U06
9558,Kid federal laugh behavior his.,2025-04-27,2025-04-30,1.81,Improvement,High,Technical,U08
9559,Board thing blue figure.,2025-02-21,2025-02-22,4.52,Feature,Medium,Research,U01
9560,Opportunity air our debate.,2025-03-31,2025-04-08,4.85,Feature,Low,Support,U03
9561,But history but book own own tonight.,2025-04-18,2025-04-25,7.55,Bug,Low,Research,U01
9562,Tend pick range society ok fact.,2025-01-11,2025-01-18,4.54,Feature,High,Research,U03
9563,Type central direction treat.,2025-04-29,2025-05-08,5.04,Feature,High,Research,U02
9564,Indicate believe benefit.,2025-01-24,2025-01-25,1.08,Improvement,Medium,Admin,U07
9565,Accept wide into beat.,2025-05-12,2025-05-17,6.54,Improvement,High,Research,U02
9566,Relate man represent.,2025-01-21,2025-01-28,6.46,Feature,Medium,Support,U10
9567,Test woman people west conference.,2025-02-03,2025-02-06,3.25,Bug,Low,Admin,U01
9568,Down understand another nor small provide their listen.,2025-04-18,2025-04-27,1.84,Bug,Medium,Research,U06
9569,Live defense Republican stuff company.,2025-04-23,2025-04-24,1.68,Feature,High,Technical,U10
9570,Treat professor difficult spring conference during school.,2025-04-25,2025-05-02,6.27,Improvement,Low,Support,U04
9571,Name war down memory pick contain not personal.,2025-03-21,2025-03-31,4.1,Bug,High,Admin,U01
9572,Rather nature late side party both but popular.,2025-01-27,2025-01-31,3.98,Improvement,Low,Technical,U02
9573,Issue around fall day argue century much.,2025-01-07,2025-01-17,3.48,Improvement,Low,Research,U10
9574,Rest leg here improve.,2025-01-28,2025-02-06,9.35,Feature,Low,Admin,U07
9575,Peace population suggest wrong again.,2025-03-06,2025-03-12,6.6,Bug,Low,Admin,U09
9576,Race fly whether camera rest appear.,2025-02-07,2025-02-14,1.41,Improvement,High,Support,U02
9577,Figure may outside police professor.,2025-03-13,2025-03-18,9.48,Feature,High,Research,U02
9578,Control ten avoid help.,2025-04-25,2025-04-28,7.93,Bug,Medium,Technical,U02
9579,Subject condition continue cut laugh.,2025-04-15,2025-04-25,1.88,Bug,High,Technical,U09
9580,Use happy theory memory main safe music.,2025-02-01,2025-02-07,3.25,Improvement,Medium,Support,U08
9581,Plan risk question book.,2025-03-16,2025-03-26,5.34,Bug,Low,Admin,U03
9582,Create around key region fine.,2025-04-11,2025-04-19,9.97,Improvement,High,Research,U04
9583,Reflect without structure.,2025-05-06,2025-05-11,4.72,Feature,Medium,Admin,U09
9584,Friend develop member.,2025-03-18,2025-03-20,6.96,Improvement,High,Support,U07
9585,Pressure force night protect instead remain class.,2025-03-12,2025-03-14,4.16,Bug,Low,Support,U02
9586,Size table clearly present rock network.,2025-04-13,2025-04-21,8.25,Feature,Medium,Technical,U04
9587,Coach father might per.,2025-02-01,2025-02-09,6.58,Improvement,Medium,Support,U05
9588,Officer family investment machine magazine than.,2025-03-19,2025-03-21,6.29,Feature,Low,Support,U05
9589,Training morning lawyer.,2025-02-25,2025-03-01,8.89,Improvement,High,Support,U09
9590,Attention thought degree.,2025-01-28,2025-02-02,3.8,Improvement,High,Technical,U04
9591,Book military score public wall.,2025-03-17,2025-03-20,2.8,Improvement,High,Support,U03
9592,Strong around probably my medical movie.,2025-02-08,2025-02-13,3.66,Improvement,Low,Research,U08
9593,Pull minute event success.,2025-04-15,2025-04-17,9.77,Improvement,Medium,Support,U07
9594,Foot give camera.,2025-01-05,2025-01-15,3.32,Improvement,Medium,Research,U05
9595,Long less strong evidence game reflect miss bank.,2025-02-18,2025-02-19,8.56,Improvement,High,Support,U03
9596,Born after benefit give nothing most management.,2025-02-17,2025-02-25,2.42,Bug,Medium,Research,U02
9597,Question college citizen base win.,2025-05-03,2025-05-10,9.48,Feature,High,Research,U07
9598,Contain point material technology current something.,2025-04-03,2025-04-05,5.16,Bug,Medium,Support,U06
9599,Lead wait place catch political goal develop.,2025-04-21,2025-04-24,2.01,Bug,High,Support,U04
9600,Seven interview yeah movement exactly.,2025-02-03,2025-02-09,1.25,Bug,High,Research,U10
9601,Young movie remain yeah tend security.,2025-02-05,2025-02-13,8.26,Improvement,Low,Support,U09
9602,Attention compare feeling value book food.,2025-05-13,2025-05-15,4.57,Bug,Medium,Research,U10
9603,Support choice song situation sport support difference.,2025-03-03,2025-03-07,6.64,Improvement,Medium,Support,U08
9604,Debate condition base city president.,2025-04-23,2025-04-28,3.46,Bug,Low,Research,U05
9605,Summer raise power standard look likely heart interview.,2025-01-12,2025-01-14,6.38,Improvement,Medium,Research,U07
9606,Little guy option account grow even.,2025-03-09,2025-03-12,5.51,Improvement,Medium,Research,U01
9607,Situation hope least fund be.,2025-04-10,2025-04-12,9.34,Feature,High,Admin,U08
9608,Admit create current common where another tend collection.,2025-02-06,2025-02-10,7.39,Bug,Medium,Research,U06
9609,Quality technology since final.,2025-03-01,2025-03-02,7.88,Bug,Low,Support,U10
9610,Provide floor respond forget.,2025-04-02,2025-04-11,2.54,Feature,Low,Support,U04
9611,Item here one rest national hear nor course.,2025-04-13,2025-04-16,8.1,Improvement,High,Technical,U03
9612,Spring far career set understand focus policy.,2025-03-27,2025-04-06,8.57,Improvement,Low,Support,U04
9613,Sign heart wind tree prepare goal.,2025-04-19,2025-04-27,6.17,Improvement,Medium,Support,U03
9614,Today may entire the amount.,2025-04-17,2025-04-26,4.06,Bug,Low,Support,U02
9615,More political religious tell attack trip pull.,2025-04-20,2025-04-30,9.02,Improvement,High,Research,U05
9616,Kid walk government season.,2025-02-23,2025-02-26,5.02,Bug,Medium,Support,U10
9617,Mother across song though raise analysis.,2025-04-20,2025-04-28,2.15,Feature,High,Technical,U07
9618,Large purpose lawyer call far meeting.,2025-01-08,2025-01-12,6.56,Improvement,Low,Admin,U02
9619,Family investment piece wonder provide unit.,2025-02-26,2025-02-27,6.7,Improvement,Low,Technical,U07
9620,Fear nice most according create offer shake.,2025-05-02,2025-05-05,2.32,Improvement,Medium,Admin,U07
9621,Meet serve media you.,2025-01-13,2025-01-19,9.99,Feature,Medium,Support,U09
9622,Mention foreign themselves begin expect generation boy.,2025-03-09,2025-03-15,1.35,Improvement,High,Support,U07
9623,Visit beyond network.,2025-03-10,2025-03-11,6.64,Improvement,Low,Research,U02
9624,Pass religious to book woman student.,2025-03-13,2025-03-14,1.89,Feature,High,Support,U09
9625,Letter since instead station.,2025-03-22,2025-03-31,3.89,Feature,Medium,Admin,U08
9626,Middle avoid study recent offer opportunity.,2025-01-10,2025-01-18,3.56,Feature,High,Admin,U06
9627,Off get among several your news.,2025-04-15,2025-04-18,6.59,Feature,Medium,Admin,U09
9628,Region process boy expect.,2025-01-08,2025-01-09,1.76,Improvement,High,Admin,U08
9629,Water boy PM part out wait too.,2025-04-09,2025-04-15,2.48,Improvement,High,Admin,U09
9630,Reveal figure energy reveal language hotel wall.,2025-01-09,2025-01-14,1.4,Improvement,Medium,Admin,U09
9631,Act suggest rest check.,2025-03-30,2025-04-04,5.63,Bug,High,Technical,U09
9632,Contain worry movie number when teacher mention.,2025-03-24,2025-04-03,4.94,Bug,High,Technical,U08
9633,Field as benefit.,2025-03-30,2025-04-03,6.6,Feature,Medium,Support,U09
9634,Main partner film capital back.,2025-02-07,2025-02-12,5.04,Improvement,Medium,Technical,U08
9635,Big concern against check think.,2025-05-12,2025-05-13,4.81,Feature,Low,Support,U03
9636,Agent world media like hair at believe.,2025-05-01,2025-05-03,6.48,Improvement,High,Research,U10
9637,Lot coach baby away morning difficult best.,2025-04-24,2025-04-27,7.13,Feature,High,Technical,U02
9638,Total nearly watch bar hour full.,2025-03-22,2025-03-30,1.84,Bug,High,Admin,U10
9639,Doctor lawyer form system have country able.,2025-01-23,2025-01-25,4.07,Bug,Medium,Technical,U01
9640,Fall ever develop marriage leave on toward.,2025-04-07,2025-04-17,9.06,Improvement,Medium,Technical,U03
9641,Do but child.,2025-02-02,2025-02-12,1.04,Bug,Medium,Research,U07
9642,Entire great concern voice result past provide.,2025-03-21,2025-03-26,7.0,Bug,High,Support,U08
9643,Car several list treatment.,2025-04-27,2025-05-05,4.99,Improvement,Medium,Research,U05
9644,Loss accept answer at campaign value weight.,2025-01-11,2025-01-21,3.76,Improvement,Medium,Admin,U10
9645,Create some life detail top.,2025-03-27,2025-03-30,5.97,Improvement,High,Support,U03
9646,Check long receive pull explain.,2025-05-04,2025-05-13,7.28,Feature,Low,Admin,U10
9647,Thus same fine answer father data.,2025-03-04,2025-03-09,7.67,Feature,High,Research,U10
9648,Operation that table another language sing sound.,2025-04-23,2025-04-25,7.44,Feature,High,Admin,U05
